call_id,call_datetime,call_date,call_time,direction,status,duration_sec,duration_fmt,account_id,delinquency_bucket,agent_id,agent_name,agent_type,sentiment,ptp_outcome,ptp_amount_sar,latency_ms,call_score
CL-8390,2026-03-10 11:58:13,2026-03-10,11:58:13,Outbound,USER DID NOT ANSWER,0,0s,WAT-006368,31-60 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1120,
CL-8397,2026-03-10 12:16:31,2026-03-10,12:16:31,Outbound,NO CUSTOMER SPEECH,11,0m 11s,WAT-007271,31-60 DPD,AGT-024,Mohammed Al-Zahrani,Human,N/A,No Contact,0,4572,
CL-8410,2026-03-10 12:26:29,2026-03-10,12:26:29,Outbound,NO CUSTOMER SPEECH,22,0m 22s,WAT-002713,1-30 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,2840,
CL-8391,2026-03-10 12:54:18,2026-03-10,12:54:18,Outbound,DECLINED BY USER,9,0m 9s,WAT-007918,NPA,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,3102,
CL-8383,2026-03-10 12:55:22,2026-03-10,12:55:22,Web,NO CUSTOMER SPEECH,2,0m 2s,WAT-009396,31-60 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,3079,
CL-8404,2026-03-10 13:11:38,2026-03-10,13:11:38,Outbound,FINISHED,18,0m 18s,WAT-004282,NPA,AI-BOT,AI Voice Bot,AI,Neutral,Refused,0,3000,6.2
CL-8413,2026-03-10 13:44:55,2026-03-10,13:44:55,Outbound,DECLINED BY USER,25,0m 25s,WAT-008512,31-60 DPD,AGT-011,Turki Al-Harbi,Human,N/A,No Contact,0,941,
CL-8407,2026-03-10 14:01:18,2026-03-10,14:01:18,Outbound,FINISHED,58,0m 58s,WAT-001652,1-30 DPD,AGT-007,Faisal Al-Rashidi,Human,Neutral,PTP Captured,516500,1403,7.0
CL-8409,2026-03-10 14:13:20,2026-03-10,14:13:20,Outbound,DECLINED BY USER,43,0m 43s,WAT-004137,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,960,
CL-8380,2026-03-10 14:20:56,2026-03-10,14:20:56,Outbound,FINISHED,75,1m 15s,WAT-000803,1-30 DPD,AGT-024,Mohammed Al-Zahrani,Human,Neutral,PTP Captured,273800,3796,7.3
CL-8381,2026-03-10 14:25:18,2026-03-10,14:25:18,Outbound,NO CUSTOMER SPEECH,0,0s,WAT-005428,1-30 DPD,AGT-024,Mohammed Al-Zahrani,Human,N/A,No Contact,0,2250,
CL-8387,2026-03-10 14:38:28,2026-03-10,14:38:28,Outbound,USER DID NOT ANSWER,0,0s,WAT-002910,NPA,AGT-021,Bandar Al-Qahtani,Human,N/A,No Contact,0,1089,
CL-8406,2026-03-10 14:54:45,2026-03-10,14:54:45,Outbound,NO CUSTOMER SPEECH,25,0m 25s,WAT-004978,1-30 DPD,AGT-021,Bandar Al-Qahtani,Human,N/A,No Contact,0,2019,
CL-8428,2026-03-10 14:54:46,2026-03-10,14:54:46,Outbound,NO CUSTOMER SPEECH,0,0s,WAT-009865,31-60 DPD,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,1811,
CL-8389,2026-03-10 15:02:38,2026-03-10,15:02:38,Outbound,FINISHED,38,0m 38s,WAT-004852,1-30 DPD,AI-BOT,AI Voice Bot,AI,Neutral,PTP Captured,1238300,1190,5.5
CL-8379,2026-03-10 15:16:55,2026-03-10,15:16:55,Outbound,USER DID NOT ANSWER,0,0s,WAT-007720,31-60 DPD,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,1824,
CL-8403,2026-03-10 15:51:04,2026-03-10,15:51:04,Outbound,USER DID NOT ANSWER,0,0s,WAT-000645,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1050,
CL-8431,2026-03-10 15:52:16,2026-03-10,15:52:16,Outbound,USER DID NOT ANSWER,0,0s,WAT-002135,61-90 DPD,AGT-011,Turki Al-Harbi,Human,N/A,No Contact,0,3446,
CL-8400,2026-03-10 16:10:09,2026-03-10,16:10:09,Outbound,USER DID NOT ANSWER,0,0s,WAT-001278,1-30 DPD,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,931,
CL-8411,2026-03-10 16:14:38,2026-03-10,16:14:38,Outbound,DECLINED BY USER,18,0m 18s,WAT-008743,31-60 DPD,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,1150,
CL-8396,2026-03-10 16:33:26,2026-03-10,16:33:26,Outbound,NO CUSTOMER SPEECH,21,0m 21s,WAT-007233,31-60 DPD,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,638,
CL-8386,2026-03-10 16:42:31,2026-03-10,16:42:31,Outbound,USER DID NOT ANSWER,0,0s,WAT-003900,31-60 DPD,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,310,
CL-8415,2026-03-10 17:04:23,2026-03-10,17:04:23,Outbound,NO CUSTOMER SPEECH,30,0m 30s,WAT-008510,31-60 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1440,
CL-8385,2026-03-10 17:28:19,2026-03-10,17:28:19,Outbound,NO CUSTOMER SPEECH,31,0m 31s,WAT-003033,1-30 DPD,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,673,
CL-8426,2026-03-10 17:39:12,2026-03-10,17:39:12,Outbound,USER DID NOT ANSWER,0,0s,WAT-000059,1-30 DPD,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,1774,
CL-8430,2026-03-10 17:58:02,2026-03-10,17:58:02,Outbound,NO CUSTOMER SPEECH,38,0m 38s,WAT-008834,31-60 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1225,
CL-8418,2026-03-10 18:21:57,2026-03-10,18:21:57,Outbound,NO CUSTOMER SPEECH,18,0m 18s,WAT-007033,31-60 DPD,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,2124,
CL-8402,2026-03-10 18:24:50,2026-03-10,18:24:50,Outbound,USER DID NOT ANSWER,0,0s,WAT-000087,Write-off,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,1964,
CL-8384,2026-03-10 18:33:13,2026-03-10,18:33:13,Web,USER DID NOT ANSWER,0,0s,WAT-003906,NPA,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,4386,
CL-8425,2026-03-10 19:20:09,2026-03-10,19:20:09,Outbound,NO CUSTOMER SPEECH,35,0m 35s,WAT-003322,Write-off,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,557,
CL-8393,2026-03-10 19:47:04,2026-03-10,19:47:04,Outbound,USER DID NOT ANSWER,0,0s,WAT-001473,NPA,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,4470,
CL-8377,2026-03-10 20:13:04,2026-03-10,20:13:04,Outbound,DECLINED BY USER,11,0m 11s,WAT-000016,Write-off,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,1023,
CL-8394,2026-03-10 20:17:01,2026-03-10,20:17:01,Outbound,NO CUSTOMER SPEECH,5,0m 5s,WAT-001373,1-30 DPD,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,2506,
CL-8398,2026-03-10 20:35:30,2026-03-10,20:35:30,Outbound,NO CUSTOMER SPEECH,9,0m 9s,WAT-009112,NPA,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,2953,
CL-8408,2026-03-10 20:53:34,2026-03-10,20:53:34,Outbound,NO CUSTOMER SPEECH,43,0m 43s,WAT-001182,Write-off,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,1698,
CL-8421,2026-03-10 21:01:37,2026-03-10,21:01:37,Outbound,DECLINED BY USER,22,0m 22s,WAT-004169,NPA,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,2765,
CL-8414,2026-03-10 21:27:54,2026-03-10,21:27:54,Outbound,USER DID NOT ANSWER,0,0s,WAT-000707,NPA,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,1097,
CL-8419,2026-03-10 21:44:15,2026-03-10,21:44:15,Outbound,USER DID NOT ANSWER,0,0s,WAT-006324,61-90 DPD,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,1880,
CL-8376,2026-03-10 21:55:44,2026-03-10,21:55:44,Outbound,USER DID NOT ANSWER,0,0s,WAT-009436,31-60 DPD,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,4466,
CL-8489,2026-03-11 08:13:37,2026-03-11,08:13:37,Outbound,DECLINED BY USER,37,0m 37s,WAT-008676,61-90 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,610,
CL-8456,2026-03-11 08:38:53,2026-03-11,08:38:53,Outbound,NO CUSTOMER SPEECH,35,0m 35s,WAT-004415,Write-off,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,4680,
CL-8473,2026-03-11 08:45:25,2026-03-11,08:45:25,Outbound,USER DID NOT ANSWER,0,0s,WAT-002997,1-30 DPD,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,1871,
CL-8435,2026-03-11 08:59:08,2026-03-11,08:59:08,Outbound,USER DID NOT ANSWER,0,0s,WAT-005175,NPA,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,2113,
CL-8484,2026-03-11 09:03:39,2026-03-11,09:03:39,Outbound,NO CUSTOMER SPEECH,11,0m 11s,WAT-006054,1-30 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,6600,
CL-8440,2026-03-11 09:26:52,2026-03-11,09:26:52,Outbound,USER DID NOT ANSWER,0,0s,WAT-006809,61-90 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,3907,
CL-8469,2026-03-11 09:36:02,2026-03-11,09:36:02,Outbound,USER DID NOT ANSWER,0,0s,WAT-004972,1-30 DPD,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,1782,
CL-8445,2026-03-11 09:54:25,2026-03-11,09:54:25,Outbound,FINISHED,91,1m 31s,WAT-004186,1-30 DPD,AI-BOT,AI Voice Bot,AI,Positive,Broken PTP,0,1249,8.7
CL-8468,2026-03-11 10:29:44,2026-03-11,10:29:44,Outbound,USER DID NOT ANSWER,0,0s,WAT-000730,NPA,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,541,
CL-8475,2026-03-11 10:32:05,2026-03-11,10:32:05,Outbound,FINISHED,71,1m 11s,WAT-009735,61-90 DPD,AI-BOT,AI Voice Bot,AI,Neutral,PTP Captured,1273000,4262,5.9
CL-8487,2026-03-11 10:33:01,2026-03-11,10:33:01,Outbound,USER DID NOT ANSWER,0,0s,WAT-005588,1-30 DPD,AGT-024,Mohammed Al-Zahrani,Human,N/A,No Contact,0,800,
CL-8466,2026-03-11 10:35:25,2026-03-11,10:35:25,Outbound,USER DID NOT ANSWER,0,0s,WAT-008503,31-60 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,179,
CL-8433,2026-03-11 10:43:34,2026-03-11,10:43:34,Outbound,DECLINED BY USER,6,0m 6s,WAT-003134,61-90 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1515,
CL-8488,2026-03-11 10:47:31,2026-03-11,10:47:31,Outbound,DECLINED BY USER,12,0m 12s,WAT-006937,31-60 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,3660,
CL-8457,2026-03-11 10:55:54,2026-03-11,10:55:54,Outbound,USER DID NOT ANSWER,0,0s,WAT-006585,1-30 DPD,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,5310,
CL-8447,2026-03-11 11:32:00,2026-03-11,11:32:00,Outbound,USER DID NOT ANSWER,0,0s,WAT-002876,NPA,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,665,
CL-8448,2026-03-11 11:38:45,2026-03-11,11:38:45,Outbound,USER DID NOT ANSWER,0,0s,WAT-007732,1-30 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,870,
CL-8444,2026-03-11 11:52:31,2026-03-11,11:52:31,Outbound,USER DID NOT ANSWER,0,0s,WAT-007396,1-30 DPD,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,896,
CL-8458,2026-03-11 11:59:06,2026-03-11,11:59:06,Outbound,USER DID NOT ANSWER,0,0s,WAT-001352,61-90 DPD,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,3473,
CL-8454,2026-03-11 12:30:14,2026-03-11,12:30:14,Outbound,NO CUSTOMER SPEECH,0,0s,WAT-007459,61-90 DPD,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,3069,
CL-8461,2026-03-11 12:37:10,2026-03-11,12:37:10,Outbound,NO CUSTOMER SPEECH,15,0m 15s,WAT-007500,1-30 DPD,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,3579,
CL-8486,2026-03-11 13:20:24,2026-03-11,13:20:24,Outbound,FINISHED,16,0m 16s,WAT-000530,Write-off,AI-BOT,AI Voice Bot,AI,Positive,PTP Captured,390200,1174,9.0
CL-8442,2026-03-11 13:30:17,2026-03-11,13:30:17,Outbound,NO CUSTOMER SPEECH,43,0m 43s,WAT-004217,1-30 DPD,AGT-011,Turki Al-Harbi,Human,N/A,No Contact,0,3193,
CL-8434,2026-03-11 13:33:12,2026-03-11,13:33:12,Outbound,USER DID NOT ANSWER,0,0s,WAT-008294,1-30 DPD,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,992,
CL-8449,2026-03-11 13:50:54,2026-03-11,13:50:54,Outbound,USER DID NOT ANSWER,0,0s,WAT-004238,1-30 DPD,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,3037,
CL-8436,2026-03-11 14:04:20,2026-03-11,14:04:20,Outbound,USER DID NOT ANSWER,0,0s,WAT-002482,31-60 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,3221,
CL-8477,2026-03-11 14:52:39,2026-03-11,14:52:39,Outbound,DECLINED BY USER,21,0m 21s,WAT-007968,Write-off,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1687,
CL-8455,2026-03-11 15:03:07,2026-03-11,15:03:07,Outbound,DECLINED BY USER,20,0m 20s,WAT-002824,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,339,
CL-8480,2026-03-11 15:22:31,2026-03-11,15:22:31,Outbound,NO CUSTOMER SPEECH,22,0m 22s,WAT-001166,31-60 DPD,AGT-021,Bandar Al-Qahtani,Human,N/A,No Contact,0,777,
CL-8459,2026-03-11 15:28:45,2026-03-11,15:28:45,Outbound,DECLINED BY USER,34,0m 34s,WAT-009988,61-90 DPD,AGT-011,Turki Al-Harbi,Human,N/A,No Contact,0,1736,
CL-8451,2026-03-11 15:50:51,2026-03-11,15:50:51,Outbound,USER DID NOT ANSWER,0,0s,WAT-004649,31-60 DPD,AGT-011,Turki Al-Harbi,Human,N/A,No Contact,0,3006,
CL-8472,2026-03-11 15:51:07,2026-03-11,15:51:07,Outbound,DECLINED BY USER,5,0m 5s,WAT-002170,NPA,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,3644,
CL-8478,2026-03-11 15:54:10,2026-03-11,15:54:10,Outbound,USER DID NOT ANSWER,0,0s,WAT-007511,31-60 DPD,AGT-011,Turki Al-Harbi,Human,N/A,No Contact,0,3086,
CL-8482,2026-03-11 15:54:59,2026-03-11,15:54:59,Outbound,FINISHED,45,0m 45s,WAT-002309,1-30 DPD,AI-BOT,AI Voice Bot,AI,Neutral,Broken PTP,0,1646,6.1
CL-8483,2026-03-11 16:17:18,2026-03-11,16:17:18,Outbound,NO CUSTOMER SPEECH,40,0m 40s,WAT-001609,Write-off,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1462,
CL-8485,2026-03-11 16:17:35,2026-03-11,16:17:35,Outbound,DECLINED BY USER,8,0m 8s,WAT-005294,31-60 DPD,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,802,
CL-8446,2026-03-11 16:42:23,2026-03-11,16:42:23,Outbound,NO CUSTOMER SPEECH,44,0m 44s,WAT-009948,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,575,
CL-8471,2026-03-11 16:55:37,2026-03-11,16:55:37,Outbound,NO CUSTOMER SPEECH,38,0m 38s,WAT-004628,NPA,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,1396,
CL-8441,2026-03-11 17:03:26,2026-03-11,17:03:26,Outbound,FINISHED,218,3m 38s,WAT-004157,61-90 DPD,AI-BOT,AI Voice Bot,AI,Neutral,PTP Captured,1131300,4673,6.4
CL-8470,2026-03-11 17:06:52,2026-03-11,17:06:52,Outbound,USER DID NOT ANSWER,0,0s,WAT-005617,61-90 DPD,AGT-021,Bandar Al-Qahtani,Human,N/A,No Contact,0,1129,
CL-8452,2026-03-11 17:33:59,2026-03-11,17:33:59,Outbound,USER DID NOT ANSWER,0,0s,WAT-009854,1-30 DPD,AGT-011,Turki Al-Harbi,Human,N/A,No Contact,0,6930,
CL-8467,2026-03-11 17:39:56,2026-03-11,17:39:56,Web,USER DID NOT ANSWER,0,0s,WAT-007942,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,3086,
CL-8460,2026-03-11 18:07:58,2026-03-11,18:07:58,Outbound,USER DID NOT ANSWER,0,0s,WAT-005509,61-90 DPD,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,2976,
CL-8474,2026-03-11 18:18:40,2026-03-11,18:18:40,Outbound,FINISHED,102,1m 42s,WAT-005451,61-90 DPD,AGT-007,Faisal Al-Rashidi,Human,Neutral,No PTP,0,1963,6.6
CL-8481,2026-03-11 18:43:47,2026-03-11,18:43:47,Outbound,NO CUSTOMER SPEECH,11,0m 11s,WAT-009844,NPA,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1128,
CL-8465,2026-03-11 18:54:10,2026-03-11,18:54:10,Outbound,NO CUSTOMER SPEECH,21,0m 21s,WAT-001633,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,2125,
CL-8462,2026-03-11 19:33:23,2026-03-11,19:33:23,Outbound,DECLINED BY USER,15,0m 15s,WAT-008679,NPA,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,652,
CL-8464,2026-03-11 19:35:09,2026-03-11,19:35:09,Outbound,NO CUSTOMER SPEECH,14,0m 14s,WAT-007798,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1030,
CL-8463,2026-03-11 19:55:20,2026-03-11,19:55:20,Outbound,NO CUSTOMER SPEECH,24,0m 24s,WAT-004619,1-30 DPD,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,5785,
CL-8479,2026-03-11 19:56:30,2026-03-11,19:56:30,Outbound,USER DID NOT ANSWER,0,0s,WAT-006222,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1683,
CL-8450,2026-03-11 20:11:18,2026-03-11,20:11:18,Outbound,PBX FAILED TO MAKE CALL,0,0s,WAT-007864,1-30 DPD,AGT-024,Mohammed Al-Zahrani,Human,N/A,No Contact,0,4866,
CL-8439,2026-03-11 20:11:19,2026-03-11,20:11:19,Outbound,DECLINED BY USER,44,0m 44s,WAT-003735,31-60 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,6328,
CL-8476,2026-03-11 20:35:54,2026-03-11,20:35:54,Outbound,DECLINED BY USER,11,0m 11s,WAT-000135,61-90 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,1440,
CL-8438,2026-03-11 20:58:05,2026-03-11,20:58:05,Outbound,FINISHED,28,0m 28s,WAT-008439,61-90 DPD,AI-BOT,AI Voice Bot,AI,Neutral,Broken PTP,0,3502,6.7
CL-8453,2026-03-11 21:03:51,2026-03-11,21:03:51,Outbound,DECLINED BY USER,15,0m 15s,WAT-008103,61-90 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,7044,
CL-8437,2026-03-11 21:25:34,2026-03-11,21:25:34,Outbound,NO CUSTOMER SPEECH,32,0m 32s,WAT-000216,31-60 DPD,AGT-021,Bandar Al-Qahtani,Human,N/A,No Contact,0,1128,
CL-8432,2026-03-11 21:31:12,2026-03-11,21:31:12,Outbound,USER DID NOT ANSWER,0,0s,WAT-000942,31-60 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,1657,
CL-8490,2026-03-11 21:37:21,2026-03-11,21:37:21,Outbound,USER DID NOT ANSWER,0,0s,WAT-000114,61-90 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,2399,
CL-8443,2026-03-11 21:38:48,2026-03-11,21:38:48,Outbound,FINISHED,22,0m 22s,WAT-007959,61-90 DPD,AI-BOT,AI Voice Bot,AI,Neutral,PTP Captured,1129200,4576,5.5
CL-8511,2026-03-12 08:01:56,2026-03-12,08:01:56,Outbound,NO CUSTOMER SPEECH,18,0m 18s,WAT-007452,1-30 DPD,AGT-007,Faisal Al-Rashidi,Human,N/A,No Contact,0,190,
CL-8543,2026-03-12 08:10:32,2026-03-12,08:10:32,Outbound,FINISHED,127,2m 7s,WAT-001564,1-30 DPD,AGT-024,Mohammed Al-Zahrani,Human,Neutral,No PTP,0,2217,6.5
CL-8524,2026-03-12 08:16:14,2026-03-12,08:16:14,Outbound,DECLINED BY USER,19,0m 19s,WAT-002058,31-60 DPD,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,933,
CL-8525,2026-03-12 08:27:38,2026-03-12,08:27:38,Outbound,USER DID NOT ANSWER,0,0s,WAT-006777,1-30 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,3814,
CL-8514,2026-03-12 08:44:12,2026-03-12,08:44:12,Outbound,USER DID NOT ANSWER,0,0s,WAT-006229,31-60 DPD,AGT-021,Bandar Al-Qahtani,Human,N/A,No Contact,0,2783,
CL-8502,2026-03-12 09:18:46,2026-03-12,09:18:46,Outbound,NO CUSTOMER SPEECH,32,0m 32s,WAT-004473,31-60 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,720,
CL-8537,2026-03-12 09:33:42,2026-03-12,09:33:42,Outbound,USER DID NOT ANSWER,0,0s,WAT-004008,NPA,AGT-011,Turki Al-Harbi,Human,N/A,No Contact,0,1776,
CL-8492,2026-03-12 09:33:57,2026-03-12,09:33:57,Outbound,USER DID NOT ANSWER,0,0s,WAT-007555,1-30 DPD,AGT-021,Bandar Al-Qahtani,Human,N/A,No Contact,0,1730,
CL-8539,2026-03-12 09:36:43,2026-03-12,09:36:43,Web,DECLINED BY USER,26,0m 26s,WAT-001576,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,4016,
CL-8498,2026-03-12 09:42:34,2026-03-12,09:42:34,Outbound,USER DID NOT ANSWER,0,0s,WAT-003276,NPA,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,32753,
CL-8521,2026-03-12 09:56:03,2026-03-12,09:56:03,Outbound,DECLINED BY USER,8,0m 8s,WAT-006387,31-60 DPD,AGT-021,Bandar Al-Qahtani,Human,N/A,No Contact,0,1138,
CL-8507,2026-03-12 10:02:51,2026-03-12,10:02:51,Outbound,DECLINED BY USER,10,0m 10s,WAT-006395,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,2013,
CL-8520,2026-03-12 10:15:59,2026-03-12,10:15:59,Outbound,FINISHED,23,0m 23s,WAT-006140,NPA,AI-BOT,AI Voice Bot,AI,Neutral,No PTP,0,1482,4.2
CL-8510,2026-03-12 10:20:00,2026-03-12,10:20:00,Outbound,NO CUSTOMER SPEECH,32,0m 32s,WAT-004554,61-90 DPD,AGT-011,Turki Al-Harbi,Human,N/A,No Contact,0,731,
CL-8513,2026-03-12 10:22:05,2026-03-12,10:22:05,Outbound,USER DID NOT ANSWER,0,0s,WAT-003943,61-90 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,814,
CL-8491,2026-03-12 10:28:59,2026-03-12,10:28:59,Outbound,USER DID NOT ANSWER,0,0s,WAT-009845,61-90 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,2095,
CL-8505,2026-03-12 10:41:54,2026-03-12,10:41:54,Outbound,USER DID NOT ANSWER,0,0s,WAT-000796,31-60 DPD,AGT-003,Khaled Al-Otaibi,Human,N/A,No Contact,0,4250,
CL-8523,2026-03-12 10:46:58,2026-03-12,10:46:58,Outbound,NO CUSTOMER SPEECH,26,0m 26s,WAT-001635,61-90 DPD,AGT-012,Nora Al-Khalid,Human,N/A,No Contact,0,1812,
CL-8535,2026-03-12 10:52:19,2026-03-12,10:52:19,Outbound,FINISHED,14,0m 14s,WAT-008714,1-30 DPD,AGT-011,Turki Al-Harbi,Human,Neutral,No PTP,0,788,5.6
CL-8516,2026-03-12 11:04:51,2026-03-12,11:04:51,Outbound,USER DID NOT ANSWER,0,0s,WAT-009978,61-90 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1395,
CL-8526,2026-03-12 12:12:57,2026-03-12,12:12:57,Outbound,USER DID NOT ANSWER,0,0s,WAT-007333,NPA,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,6591,
CL-8532,2026-03-12 12:23:13,2026-03-12,12:23:13,Outbound,FINISHED,38,0m 38s,WAT-001052,61-90 DPD,AGT-012,Nora Al-Khalid,Human,Positive,No PTP,0,2625,9.7
CL-8512,2026-03-12 12:24:09,2026-03-12,12:24:09,Outbound,USER DID NOT ANSWER,0,0s,WAT-007765,61-90 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,3955,
CL-8545,2026-03-12 12:25:53,2026-03-12,12:25:53,Outbound,USER DID NOT ANSWER,0,0s,WAT-009098,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,400,
CL-8506,2026-03-12 12:37:15,2026-03-12,12:37:15,Web,NO CUSTOMER SPEECH,17,0m 17s,WAT-006613,61-90 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1143,
CL-8531,2026-03-12 12:46:28,2026-03-12,12:46:28,Outbound,NO CUSTOMER SPEECH,38,0m 38s,WAT-000151,31-60 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,930,
CL-8533,2026-03-12 12:58:37,2026-03-12,12:58:37,Outbound,NO CUSTOMER SPEECH,22,0m 22s,WAT-000291,61-90 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1853,
CL-8499,2026-03-12 13:04:00,2026-03-12,13:04:00,Outbound,DECLINED BY USER,27,0m 27s,WAT-002033,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,1831,
CL-8508,2026-03-12 13:32:48,2026-03-12,13:32:48,Outbound,USER DID NOT ANSWER,0,0s,WAT-002126,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,3354,
CL-8495,2026-03-12 13:38:21,2026-03-12,13:38:21,Outbound,FINISHED,74,1m 14s,WAT-006342,NPA,AI-BOT,AI Voice Bot,AI,Positive,No PTP,0,4726,9.9
CL-8518,2026-03-12 13:53:52,2026-03-12,13:53:52,Outbound,NO CUSTOMER SPEECH,32,0m 32s,WAT-003275,1-30 DPD,AGT-008,Hessa Al-Ghamdi,Human,N/A,No Contact,0,2928,
CL-8493,2026-03-12 15:32:04,2026-03-12,15:32:04,Outbound,DECLINED BY USER,18,0m 18s,WAT-006631,1-30 DPD,AI-BOT,AI Voice Bot,AI,N/A,No Contact,0,715,
CL-8519,2026-03-12 15:45:52,2026-03-12,15:45:52,Outbound,FINISHED,41,0m 41s,WAT-006891,1-30 DPD,AGT-024,Mohammed Al-Zahrani,Human,Neutral,PTP Captured,1048700,3041,4.1
